Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 0,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 0,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
KAR Priv Seats-GMP,GMP,Karnataka,"MS Ramaiah, Bangalore",OBG,"₹50,40,750*","₹45,000",1*,"₹50,00,000*",1331,17335(1),23986(1),36843(1),-,-,-,-,21684(1),26701(1),47899(1),-,-,-
KAR Govt Quota-InS,GM,Karnataka,"Father Mullers, Mangalore",RADIO DIAGNOSIS,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1250,-,-,-,-,-,-,-,-,47906(1),-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Sapthagiri IMS&RC, Bangalore",GENERAL SURGERY,"₹8,09,608*","₹10,000*",1*,"₹50,00,000*",500,37887(1),36156(1),55965(1),-,-,-,-,42775(1),34445(1),48069(1),-,-,-
KAR Govt Quota-Open,SCH,Karnataka,"AJIMS, Mangalore",ORTHOPAEDICS,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",910,-,-,-,-,-,-,-,41047(1),41047(1),48086(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Nijalingappa, Bagalkot",ANAESTHESIOLOGY,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",1140,32925(2),28508(2),54009(2),-,-,-,-,31748(2),27927(2),48217(2),-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"AIMS, Adichunchanagiri, Bellur",OBG,"₹40,15,750*","₹23,750",1*,"₹50,00,000*",1120,43297(1),26005(1),43297(1),-,-,-,-,33605(1),44294(1),48218(1),-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"Mandya IMS, Mandya",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,-,-,-,-,-,-,-,-,-,48321(1),-,-,-
KAR Govt Quota-Open,STG,Karnataka,"Kempegowda IMS, Bangalore",DERMATOLOGY,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1100,-,-,-,-,-,-,-,-,-,48379(1),-,-,-
KAR Govt Quota-Open,SCH,Karnataka,"VIMS, Bellary",OPHTHALMOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,41652(1),34063(1),57554(1),-,-,-,-,28103(1),27939(1),48418(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Nijalingappa, Bagalkot",ANAESTHESIOLOGY,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",1140,37451(3),33685(3),65023(3),-,-,-,-,35644(1),33826(1),48424(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"MS Ramaiah, Bangalore",ANAESTHESIOLOGY,"₹8,08,858*","₹45,000",1*,"₹50,00,000*",1331,-,-,57231(1),-,-,-,-,36970(1),36970(1),48612(2),-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"MVJMC&RH, Bangalore",OPHTHALMOLOGY,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",833,-,-,-,-,-,-,-,-,-,48625(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"East Point College,Bangalore",ENT,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",-,-,-,-,-,-,-,-,28046(1),26415(1),48681(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"MS Ramaiah, Bangalore",RADIATION ONCOLOGY,"₹8,08,858*","₹45,000",1*,"₹50,00,000*",1331,-,-,-,-,-,-,-,42672(1),48705(1),48705(1),-,-,-
KAR Priv Seats-Min.,ME,Karnataka,"VIMS (Vydehi), Bangalore",EMERGENCY MEDICINE,"₹13,88,744*","₹29,000*",1*,"₹50,00,000*",1600,36636(1),43194(1),46174(1),-,-,-,-,-,-,48711(2),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"AIMS, Adichunchanagiri, Bellur",TBRD,"₹30,15,750*","₹23,750",1*,"₹50,00,000*",1120,22077(1),15390(1),15390(1),-,-,-,-,24737(1),21234(1),48724(1),-,-,-
KAR Govt Quota-Open,SCH,Karnataka,"MVJMC&RH, Bangalore",OBG,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",833,-,-,-,-,-,-,-,44822(1),39271(1),48792(1),-,-,-
KAR Govt Quota-Open,SCH,Karnataka,"Navodaya Med Coll, Raichur",GENERAL SURGERY,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",1110,-,-,-,-,-,-,-,35800(1),35800(1),48893(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"MS Ramaiah, Bangalore",ANAESTHESIOLOGY,"₹25,40,750*","₹45,000",1*,"₹50,00,000*",1331,28153(3),34862(3),48165(3),-,-,-,-,29953(2),34043(2),49010(2),-,-,-
KAR Govt Quota-InS,GM,Karnataka,"AIMS, Adichunchanagiri, Bellur",RADIO DIAGNOSIS,"₹7,83,858*","₹23,750",1*,"₹50,00,000*",1120,-,-,-,-,-,-,-,-,49088(1),-,-,-,-
KAR Govt Quota-InS,SCG,Karnataka,"Mandya IMS, Mandya",DERMATOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,-,-,-,-,-,-,-,-,49097(1),-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Mysore Med Coll, Mysore",PSYCHIATRY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,-,-,-,-,-,-,-,-,-,49167(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Akash IMS,Devanhalli,Bangalore",ANAESTHESIOLOGY,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",760,40022(1),34849(1),64054(1),-,-,-,-,39939(1),33590(1),49170(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Bangalore Med Coll, Bangalore",PHARMACOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",1993,40362(2),36869(2),55362(2),55362(2),-,-,-,11119(1),11119(1),49201(2),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Shridevi IMS, Tumkur",ANAESTHESIOLOGY,"₹13,88,744*",Info not available*,1*,"₹50,00,000*",750,41978(2),37451(2),72042(2),-,-,-,-,38870(1),35485(1),49341(1),-,-,-
KAR Priv Seats-Min.,ME,Karnataka,"Akash IMS,Devanhalli,Bangalore",GENERAL SURGERY,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",760,46421(6),46276(6),67183(6),-,-,-,-,46097(4),34015(4),49348(4),-,-,-
KAR Govt Quota-Open,STG,Karnataka,"Bangalore Med Coll, Bangalore",TBRD,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,-,-,-,-,-,-,-,42200(1),49368(1),49368(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"East Point College,Bangalore",ANAESTHESIOLOGY,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",-,39583(1),38146(1),66962(1),-,-,-,-,40155(1),34379(1),49372(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Basaveswara, Chitradurga",OPHTHALMOLOGY,"₹13,88,744*","₹5,000*",1*,"₹50,00,000*",500,-,-,-,-,-,-,-,32378(1),23952(1),49432(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Shridevi IMS, Tumkur",GENERAL SURGERY,"₹7,83,858*",Info not available*,1*,"₹50,00,000*",750,-,-,-,-,-,-,-,44913(1),42541(1),49504(1),-,-,-
KAR NRI Quota,NRI,Karnataka,"Father Mullers, Mangalore",DERMATOLOGY,"₹75,15,750*","₹35,000*",1*,"₹50,00,000*",1250,56350(3),52656(3),73012(2),-,-,-,-,44180(1),44180(1),49526(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"SMC, Shimoga",TBRD,"₹7,83,858*",Info not available,1*,"₹50,00,000*",1250,-,-,-,-,-,-,-,-,-,49711(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Srinivasa IMS, Srinivasanagar",DERMATOLOGY,"₹70,40,750*","₹29,000*",1*,"₹50,00,000*",660,-,-,-,-,-,-,-,4835(1),14833(1),49838(1),-,-,-
KAR Govt Quota-InS,GM,Karnataka,"BGS IMS, Bangalore",RADIO DIAGNOSIS,"₹7,83,858*","₹25,000*",1*,"₹50,00,000*",766,-,-,-,-,-,-,-,-,49849(1),-,-,-,-
KAR Govt Quota-Open,3BH,Karnataka,"Khaja Bandanawaz, Gulbarga",OPHTHALMOLOGY,"₹7,98,858*","₹30,000*",1*,"₹50,00,000*",833,-,-,-,-,-,-,-,34037(1),27803(1),49865(1),-,-,-
KAR Govt Quota-InS,GM,Karnataka,"Sapthagiri IMS&RC, Bangalore",RADIO DIAGNOSIS,"₹8,09,608*","₹10,000*",1*,"₹50,00,000*",500,-,-,-,-,-,-,-,-,50006(1),-,-,-,-
KAR Govt Quota-Open,STH,Karnataka,"SDM College, Dharwad",GENERAL MEDICINE,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,-,-,-,-,-,-,-,50067(1),50067(1),50067(1),-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Gulbarga IMS, Gulbarga",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",873,-,-,-,-,-,-,-,31722(1),22649(1),50104(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Hassan IMS, Hassan",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,-,-,-,-,-,-,-,13476(1),16171(1),32878(1),-,50154(1),-
KAR Govt Quota-Open,2AG,Karnataka,"Sapthagiri IMS&RC, Bangalore",PSYCHIATRY,"₹8,09,608*","₹10,000*",1*,"₹50,00,000*",500,-,-,-,-,-,-,-,30120(1),24242(1),50263(2),-,-,-
KAR Priv Seats-Min.,MEH,Karnataka,"Navodaya Med Coll, Raichur",PAEDIATRICS,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",1110,37745(3),28237(3),38428(3),-,-,-,-,35755(3),35755(3),50330(3),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Kempegowda IMS, Bangalore",PSYCHIATRY,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1100,-,-,-,-,-,-,-,50447(1),50447(1),50447(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Shridevi IMS, Tumkur",PSYCHIATRY,"₹13,88,744*",Info not available*,1*,"₹50,00,000*",750,-,-,-,-,-,-,-,38819(1),35893(1),50507(1),-,-,-
KAR Priv Seats-Min.,ME,Karnataka,"VIMS (Vydehi), Bangalore",ORTHOPAEDICS,"₹13,88,744*","₹29,000*",1*,"₹50,00,000*",1600,36731(4),30874(4),50519(4),-,-,-,-,45630(6),45630(6),50646(6),-,-,-
KAR Priv Seats-Min.,MC,Karnataka,"Father Mullers, Mangalore",PSYCHIATRY,"₹13,88,744*","₹35,000*",1*,"₹50,00,000*",1250,-,-,-,-,-,-,-,49608(2),49608(2),50923(2),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"AIMS, Adichunchanagiri, Bellur",PAEDIATRICS,"₹40,15,750*","₹23,750",1*,"₹50,00,000*",1120,23619(1),23619(1),48262(1),-,-,-,-,27910(1),35857(1),50991(1),-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"Kanachur IMS, Mangalore",EMERGENCY MEDICINE,"₹13,88,744*",Info not available,1*,"₹50,00,000*",785,51117(1),27478(1),49079(1),-,-,-,-,43580(1),43580(1),51070(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Father Mullers, Mangalore",PATHOLOGY,"₹3,59,003*","₹35,000*",1*,"₹50,00,000*",1250,59125(1),58142(1),-,-,-,-,-,51154(1),50923(1),51154(1),-,-,-
KAR Others (Inst.Q),MNG,Karnataka,"Kempegowda IMS, Bangalore",DERMATOLOGY,"₹1,25,15,750*","₹35,000*",1*,"₹50,00,000*",1100,-,-,42270(1),-,-,-,-,14257(1),27616(1),51182(1),-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"MS Ramaiah, Bangalore",DERMATOLOGY,"₹65,40,750*","₹45,000",1*,"₹50,00,000*",1331,-,-,-,-,-,-,-,24994(1),41411(1),51363(1),-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"BGS IMS, Bangalore",ANAESTHESIOLOGY,"₹13,88,744*","₹25,000*",1*,"₹50,00,000*",766,-,-,-,-,-,-,-,51387(1),35521(1),45771(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Sapthagiri IMS&RC, Bangalore",ORTHOPAEDICS,"₹8,09,608*","₹10,000*",1*,"₹50,00,000*",500,-,-,-,-,-,-,-,-,-,51483(1),-,-,-
KAR Govt Quota-Open,3BH,Karnataka,"JJM Med Coll, Davangere",PATHOLOGY,"₹2,07,777*","₹30,000*",1*,"₹50,00,000*",1930,105492(1),54672(1),197384(1),-,-,-,-,-,-,51507(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"JJM Med Coll, Davangere",ENT,"₹7,83,858*","₹30,000*",1*,"₹50,00,000*",1930,-,-,-,-,-,-,-,36005(1),36005(1),51603(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Belagavi IMS, Belagavi",FORENSIC MEDICINE,"₹69,150*","₹56,250",3*,"₹50,00,000*",1000,-,-,165219(1),-,-,-,-,51802(1),40155(1),-,-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"Navodaya Med Coll, Raichur",ANAESTHESIOLOGY,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",1110,-,-,-,-,-,-,-,28773(1),28773(1),51834(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"AIMS, Adichunchanagiri, Bellur",RADIO DIAGNOSIS,"₹50,15,750*","₹23,750",1*,"₹50,00,000*",1120,-,-,-,-,-,-,-,20154(1),27910(1),51897(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"BGS IMS, Bangalore",ANAESTHESIOLOGY,"₹7,83,858*","₹25,000*",1*,"₹50,00,000*",766,-,-,-,-,-,-,-,52231(1),47899(1),52012(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Nijalingappa, Bagalkot",ENT,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",1140,41712(1),37979(1),83011(1),94953(1),-,-,-,39326(1),32821(1),52412(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Akash IMS,Devanhalli,Bangalore",OPHTHALMOLOGY,"₹7,83,858*","₹20,000",1*,"₹50,00,000*",760,-,-,-,-,-,-,-,52419(1),47125(1),47125(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"VIMS (Vydehi), Bangalore",ORTHOPAEDICS,"₹7,83,858*","₹29,000*",1*,"₹50,00,000*",1600,-,-,-,-,-,-,-,45864(1),45864(1),52419(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Srinivasa IMS, Srinivasanagar",ORTHOPAEDICS,"₹8,08,858*","₹29,000*",1*,"₹50,00,000*",660,-,-,-,-,-,-,-,46423(1),46423(1),52567(1),-,-,-
KAR Govt Quota-Open,2BH,Karnataka,"Nijalingappa, Bagalkot",ANAESTHESIOLOGY,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",1140,-,-,-,-,-,-,-,48625(1),27806(1),52577(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"MS Ramaiah, Bangalore",OPHTHALMOLOGY,"₹40,40,750*","₹45,000",1*,"₹50,00,000*",1331,27172(2),33542(2),45458(2),-,-,-,-,27130(2),44293(2),52593(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"KIMS, Hubli",ANATOMY,"₹41,650*","₹56,250",3*,"₹50,00,000*",1200,-,-,-,-,-,-,-,49312(1),52702(1),-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"KIMS, Hubli",BIOCHEMISTRY,"₹41,650*","₹56,250",3*,"₹50,00,000*",1200,-,-,-,-,-,-,-,52702(1),-,-,-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"ESIC Med Coll,Gulbarga",SPM,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",480,-,-,-,-,-,-,-,52818(1),52818(1),52818(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"AIMS, Adichunchanagiri, Bellur",OPHTHALMOLOGY,"₹7,83,858*","₹23,750",1*,"₹50,00,000*",1120,-,-,-,-,-,-,-,38879(1),45092(1),52820(1),-,-,-
KAR Govt Quota-Open,1G,Karnataka,"MS Ramaiah, Bangalore",PATHOLOGY,"₹2,32,777*","₹45,000",1*,"₹50,00,000*",1331,-,-,-,-,-,-,-,-,-,53013(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"East Point College,Bangalore",ENT,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",-,49080(1),41311(1),76331(1),-,-,-,-,39803(1),29584(1),53033(1),-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"KVG Med Coll, Sullia",ANAESTHESIOLOGY,"₹13,88,744*","₹7,500",1*,"₹50,00,000*",682,57353(1),54052(1),86463(1),-,-,-,-,53251(1),41360(1),53251(1),-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"East Point College,Bangalore",GENERAL SURGERY,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",-,-,-,-,-,-,-,-,28964(1),33876(1),53357(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"MS Ramaiah, Bangalore",ORTHOPAEDICS,"₹45,40,750*","₹45,000",1*,"₹50,00,000*",1331,18702(2),23606(2),52580(2),-,-,-,-,21205(2),29975(2),53387(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"SDM College, Dharwad",ANAESTHESIOLOGY,"₹22,15,250*","₹45,000*",1*,"₹50,00,000*",670,36883(1),36883(1),68037(1),-,-,-,-,30863(1),35225(1),53563(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"SSIMS & RC, Davangere",ANAESTHESIOLOGY,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",1190,-,-,-,-,-,-,-,45496(1),44822(1),53600(1),-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"VIMS (Vydehi), Bangalore",RADIATION ONCOLOGY,"₹7,83,858*","₹29,000*",1*,"₹50,00,000*",1600,-,-,-,-,-,-,-,-,-,53810(1),-,-,-
KAR Priv Seats-Min.,ME,Karnataka,"Navodaya Med Coll, Raichur",ORTHOPAEDICS,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",1110,-,-,-,-,-,-,-,-,-,53984(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"MS Ramaiah, Bangalore",PAEDIATRICS,"₹50,40,750*","₹45,000",1*,"₹50,00,000*",1331,15109(4),18571(4),28989(4),67197(3),-,-,-,17812(4),25320(4),54012(4),-,-,-
KAR Priv Seats-Min.,RC3,Karnataka,"St John's, Bangalore",RADIATION ONCOLOGY,"₹12,05,025*","₹45,000",1*,"₹5,00,000*",1720,-,-,103384(1),-,-,-,-,-,-,54016(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"MS Ramaiah, Bangalore",EMERGENCY MEDICINE,"₹8,08,858*","₹45,000",1*,"₹50,00,000*",1331,-,-,50274(1),-,-,-,-,-,-,54020(1),-,-,-
KAR Govt Quota-InS,GM,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,90238(2),90238(2),101541(2),-,-,-,-,-,54185(2),-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"MS Ramaiah, Bangalore",HOSPITAL ADMINISTRATION,"₹8,08,858*","₹45,000",1*,"₹50,00,000*",1331,-,-,-,-,-,-,-,54296(1),54296(1),-,-,-,-
KAR Govt Quota-Open,SCH,Karnataka,"Navodaya Med Coll, Raichur",ORTHOPAEDICS,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",1110,-,-,-,-,-,-,-,-,-,54504(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Al-Ameen, Bijapur",ORTHOPAEDICS,"₹7,83,858*","₹9,000*",1*,"₹50,00,000*",1040,-,-,-,-,-,-,-,48069(1),48069(1),54689(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"SDM College, Dharwad",PSYCHIATRY,"₹19,95,350*","₹45,000*",1*,"₹50,00,000*",670,-,-,-,-,-,-,-,23086(1),41571(1),54732(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"MS Ramaiah, Bangalore",OPHTHALMOLOGY,"₹40,40,750*","₹45,000",1*,"₹50,00,000*",1331,33542(1),39295(1),64656(1),-,-,-,-,36989(1),51363(1),54967(1),-,-,-
KAR Others (Inst.Q),MNG,Karnataka,"MS Ramaiah, Bangalore",OBG,"₹75,40,750*","₹45,000",1*,"₹50,00,000*",1331,-,-,103015(1),43950(1),-,-,-,38731(1),29803(1),55634(1),-,-,-
KAR Govt Quota-Open,SCH,Karnataka,"SDM College, Dharwad",ANAESTHESIOLOGY,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,-,-,-,-,-,-,-,-,-,55763(1),-,-,-
KAR Priv Seats-Min.,MU,Karnataka,"AJIMS, Mangalore",ANAESTHESIOLOGY,"₹13,88,744*","₹30,000",1*,"₹50,00,000*",910,62342(5),53394(5),89676(5),-,-,-,-,47504(6),47504(6),55801(6),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Sapthagiri IMS&RC, Bangalore",PSYCHIATRY,"₹20,41,500*","₹10,000*",1*,"₹50,00,000*",500,30670(1),30598(1),60502(1),-,-,-,-,39918(1),38819(1),55803(1),-,-,-
KAR Govt Quota-InS,GMH,Karnataka,"Kempegowda IMS, Bangalore",RADIO DIAGNOSIS,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1100,-,-,-,-,-,-,-,-,55964(1),-,-,-,-
KAR Govt Quota-Open,SCH,Karnataka,"Shridevi IMS, Tumkur",OPHTHALMOLOGY,"₹7,83,858*",Info not available*,1*,"₹50,00,000*",750,-,-,-,-,-,-,-,56063(1),55763(1),56063(1),-,-,-
KAR Priv Seats-Min.,MEH,Karnataka,"Navodaya Med Coll, Raichur",OBG,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",1110,40640(3),35706(3),42818(3),-,-,-,-,38730(3),44531(3),56106(3),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"East Point College,Bangalore",GENERAL SURGERY,"₹7,83,858*","₹20,000",1*,"₹50,00,000*",-,-,-,-,-,-,-,-,45484(1),37635(1),56183(1),-,-,-
KAR Govt Quota-Open,PGM,Karnataka,"Shimoga IMS, Shimoga",GENERAL MEDICINE,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",950,-,-,-,-,-,-,-,56294(1),56294(1),56294(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"MS Ramaiah, Bangalore",ANAESTHESIOLOGY,"₹25,40,750*","₹45,000",1*,"₹50,00,000*",1331,39295(4),42396(4),66572(4),-,-,-,-,38377(2),37311(2),56338(2),-,-,-
KAR Priv Seats-Min.,ME,Karnataka,"Oxford Med Coll, Bangalore",GENERAL SURGERY,"₹13,88,744*","₹30,000*",1*,"₹50,00,000*",770,47748(2),46421(2),46421(2),-,-,-,-,49348(3),35478(3),56466(3),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"MS Ramaiah, Bangalore",TBRD,"₹40,40,750*","₹45,000",1*,"₹50,00,000*",1331,-,-,-,-,-,-,-,34438(1),26187(1),56540(1),-,-,-
KAR Govt Quota-Open,2BH,Karnataka,"Koppal Inst of MS, Koppal",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,-,-,-,-,-,-,-,31490(1),39638(1),56603(1),-,-,-
KAR Govt Quota-Open,STG,Karnataka,"ESI, Bangalore",GENERAL SURGERY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",530,-,-,-,-,-,-,-,23413(1),23413(1),56618(1),-,-,-
KAR Priv Seats-Min.,MC,Karnataka,"Father Mullers, Mangalore",ANAESTHESIOLOGY,"₹13,88,744*","₹35,000*",1*,"₹50,00,000*",1250,-,-,-,-,-,-,-,34643(4),34643(4),56694(4),-,-,-
KAR Priv Seats-Min.,MM,Karnataka,"Kanachur IMS, Mangalore",GENERAL SURGERY,"₹13,88,744*",Info not available,1*,"₹50,00,000*",785,-,-,-,-,-,-,-,45307(3),45307(3),56711(3),-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"SMC, Shimoga",ANAESTHESIOLOGY,"₹13,88,744*",Info not available,1*,"₹50,00,000*",1250,61947(1),54730(1),91980(1),-,-,-,-,54178(1),52928(1),56906(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"SSIMS & RC, Davangere",EMERGENCY MEDICINE,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",1190,-,-,-,-,-,-,-,37719(1),37719(1),57101(1),-,-,-
KAR Priv Seats-Min.,MA,Karnataka,"MVJMC&RH, Bangalore",ENT,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",833,83468(1),110079(1),182575(1),-,-,-,-,53476(3),53385(3),57133(3),-,-,-
KAR Govt Quota-Open,SCH,Karnataka,"KVG Med Coll, Sullia",EMERGENCY MEDICINE,"₹7,83,858*","₹7,500",1*,"₹50,00,000*",682,-,-,-,-,-,-,-,50631(1),57101(1),57163(1),-,-,-
KAR Priv Seats-Min.,MU,Karnataka,"AJIMS, Mangalore",RADIATION ONCOLOGY,"₹13,88,744*","₹30,000",1*,"₹50,00,000*",910,95680(2),95680(2),158686(2),-,-,-,-,54616(1),48123(1),57309(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"SDM College, Dharwad",OPHTHALMOLOGY,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,-,-,-,-,-,-,-,-,-,57318(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"SDM College, Dharwad",ANAESTHESIOLOGY,"₹22,15,250*","₹45,000*",1*,"₹50,00,000*",670,43645(1),43645(1),73106(1),-,-,-,-,41684(1),38875(1),57363(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Nijalingappa, Bagalkot",ANAESTHESIOLOGY,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",1140,52767(1),52767(1),63063(1),-,-,-,-,53600(1),45231(1),57469(1),-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"Nijalingappa, Bagalkot",ENT,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",1140,-,-,-,-,-,-,-,39224(1),31407(1),57480(1),-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"ESI, Bangalore",ANATOMY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",530,-,-,-,-,-,-,-,57484(1),-,-,-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"Gulbarga IMS, Gulbarga",MICROBIOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",873,-,-,-,-,-,-,-,57521(1),57521(1),-,-,-,-
KAR Priv Seats-Min.,ME,Karnataka,"Akash IMS,Devanhalli,Bangalore",ORTHOPAEDICS,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",760,48756(2),36731(2),61489(2),-,-,-,-,47748(2),47748(2),57541(2),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"SDM College, Dharwad",PATHOLOGY,"₹3,65,390*","₹45,000*",1*,"₹50,00,000*",670,42026(1),48459(1),93046(1),-,-,-,-,49809(1),44440(1),57626(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"DR BR Ambedkar, Bangalore",EMERGENCY MEDICINE,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",570,-,-,-,-,-,-,-,43154(1),43154(1),57782(1),-,-,-
